"","species_geonet","column_label","unique.id","Order_all","Family_all","Genus_all","Species_all","subspecies","sex_or_flower_type","breeding_system","autonomous_selfing_level (none/low/medium/high)","compatibility","compatibility_genus","info_level","asexual_reproduction","asexual_reproduction_type","agamospermy/apomixis (yes/no/some_populations)","parasitic (yes/no)","flower_colour","flower_morphology","flower_pollinator_morphology","flower_symmetry","corolla_diameter_mean_mm","corolla_diameter_min_mm","corolla_diameter_max_mm","corolla_length_mean_mm","corolla_length_min_mm","corolla_length_max_mm","tube_length_mm","life_form","lifespan","plant_height_min_m","plant_height_max_m","plant_height_mean_m","references","reference_journal","doi","doi__1","doi__2","doi__3","doi__4","type_of_proxy_seed _or_fruit","open_pollination_percentage","open_pollination_n","hand_poll_outcrossing_percentage","hand_poll_outcrossing_percentage_n","hand_poll_self_percentage","hand_poll_self_n","spontaneus_selfing_percentage","spontaneus_selfing_n","geitonogamy_percentage","geitonogamy_n","apomixis_percentage","apomixis_n","intramorph_percentage","intramorph_n","stamen_length_mm","stamen_length_min_mm","stamen_length_max_mm","style_length_mm","style_length_min_mm","style_length_max_mm","ovary_length_mm","ovary_min_mm","ovary_max_mm","stigma_length_mm","stigma_min_mm","stigma_max_mm","pistil_length_mm","pistil_min_mm","pistil_max_mm","inflorescence_form","inflorescence_arrangement","inflorescence_length_mm","inflorescence_width_mean_mm","inflorescence_width_min_mm","inflorescence_width_max_mm","inflorescence_comment","pollen_anther_mean","pollen_anther_sd","pollen_anther_n","pollen_flower_mean","pollen_flower_min","pollen_flower_max","pollen_flower_sd","pollen_flower_n","pollen_ovule_ratio","pollen_ovule_ratio_sd","ovules_mean","ovules_min","ovules max","ovules_sd","ovules_n","stamen_mean","stamen_min","stamen_max","anthers_exerted_yes_or_no","anthers_exerted_mm","pistil_mean","stigma_mean","stigma_exerted_yes_or_no","stigma_exerted_mm","flowers_inflorescences_min","flowers_inflorescences_max","flowers_inflorescences_mean","inflorescences_plant_min","inflorescences_plant_max","inflorescences_plant_mean","flower_plant_min","flower_plant_max","flower_plant_mean","flower_lifespan_days","flowering_time_days","nectar_yes_or_no","nectar_ul_day_mean","nectar_ul_day_sd","nectar_ul_day_n","total_nectar_ul_mean","total_nectar_ul_sd","total_nectar_ul_n","sugar_nectar_mg_mean","sugar_nectar_mg_sd","sugar_nectar_mg_n","sugar_concentration_mean","sugar_concentration_sd","sugar_concentration_n","fruit_type","fruit_colour","fruit_length_mm","fruit_width_mm","pollen_polar_length_um_mean","pollen_polar_length_um_min","pollen_polar_length_um_max","pollen_equatorial_length_mean_um","pollen_equatorial_length_min_um","pollen_equatorial_length_max_um","pollen_polar_equatorial","mean_pollen_tube_growth_um_min","chromosome number","ploidy","location","country","references__1","reference_journal__1","doi__5","doi__6","doi__7","doi__8","doi__9"
"40","Achillea wilsoniana","29","fang_huang_2008.csv","Asterales","Asteraceae","Achillea","Achillea wilsoniana","NA","bisexual","hermaphrodite","NA","NA","self_incompatible","capitulum","yes","rhizomes","NA","no","white","capitulum","disk","actinomorphic","6","NA","NA","4","NA","NA","NA","herb","perennial","0.5","0.8","0.65","NA; NA; sun et al., 2017; NA","*based on the close relative a.alpina* online: http://www.efloras.org; online: https://www.saskwildflower.ca; journal: korean journal of plant taxonomy *floral traits*; online: http://apotheca.myspecies.info *ray female*","NA","NA","https://doi.org/10.11110/kjpt.2017.47.2.112","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41","Achillea wilsoniana","29","fang_huang_2008.csv","Asterales","Asteraceae","Achillea","Achillea wilsoniana","NA","bisexual","female","NA","NA","self_incompatible","ray_floret","yes","rhizomes","NA","no","white","exposed","exposed","zygomorphic","2","NA","NA","2","1","3","NA","herb","perennial","0.5","0.8","0.65","NA; NA; sun et al., 2017; NA","*based on the close relative a.alpina* online: http://www.efloras.org; online: https://www.saskwildflower.ca; journal: korean journal of plant taxonomy *floral traits*; online: http://apotheca.myspecies.info *ray female*","NA","NA","https://doi.org/10.11110/kjpt.2017.47.2.112","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42","Achillea wilsoniana","29","fang_huang_2008.csv","Asterales","Asteraceae","Achillea","Achillea wilsoniana","NA","bisexual","hermaphrodite","NA","NA","self_incompatible","disc_floret","yes","rhizomes","NA","no","white","tube","tube","actinomorphic","1","NA","NA","4","NA","NA","4","herb","perennial","0.5","0.8","0.65","NA; NA; sun et al., 2017; NA","*based on the close relative a.alpina* online: http://www.efloras.org; online: https://www.saskwildflower.ca; journal: korean journal of plant taxonomy *floral traits*; online: http://apotheca.myspecies.info *ray female*","NA","NA","https://doi.org/10.11110/kjpt.2017.47.2.112","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"43","Achyranthes bidentata","37","Inoue_1990.csv","Caryophyllales","Amaranthaceae","Achyranthes","Achyranthes bidentata","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA","no","white","tube","tube","actinomorphic","1.5","NA","NA","5","NA","NA","5","herb","perennial","0.7","1.2","0.95","NA","online: efloras.org","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44","Achyrocline_alata","161","souza_2018_verada.csv","Asterales","Asteraceae","Achyrocline","Achyrocline alata","NA","separated","female","NA","NA","NA","ray_floret","NA","NA","NA","no","yellow","tube","tube","actinomorphic","0.5","NA","NA","3.9","3.3","4.5","3.9","shrub","perennial","NA","1.5","0.75","NA; giangualani 1976; de souza et al., 2016","online: http://www.darwin.edu.ar; journal: darwiniana; journal: rodriguesia","NA","NA","10.1590/2175-7860201667203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"45","Achyrocline_alata","161","souza_2018_verada.csv","Asterales","Asteraceae","Achyrocline","Achyrocline alata","NA","bisexual","hermaphrodite","NA","NA","NA","disc_floret","NA","NA","NA","no","yellow","tube","tube","actinomorphic","0.5","NA","NA","4","3","5","4","shrub","perennial","NA","1.5","0.75","NA; giangualani 1976; de souza et al., 2016","online: http://www.darwin.edu.ar; journal: darwiniana; journal: rodriguesia","NA","NA","10.1590/2175-7860201667203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"46","Achyrocline_alata","161","souza_2018_verada.csv","Asterales","Asteraceae","Achyrocline","Achyrocline alata","NA","bisexual","hermaphrodite","NA","NA","NA","capitulum","NA","NA","NA","no","yellow","capitulum","tube","actinomorphic","1","NA","NA","4","NA","NA","4","shrub","perennial","NA","1.5","0.75","NA; giangualani 1976; de souza et al., 2016","online: http://www.darwin.edu.ar; journal: darwiniana; journal: rodriguesia","NA","NA","10.1590/2175-7860201667203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47","Achyrocline_satureioides","158","souza_2018_cerrado.csv","Asterales","Asteraceae","Achyrocline","Achyrocline satureioides","NA","bisexual","hermaphrodite","NA","NA","NA","ray_floret","NA","NA","NA","no","yellow","tube","tube","actinomorphic","0.25","NA","NA","3.7","3","4.9000000000000004","3.7","shrub","perennial","NA","0.6","0.3","de souza et al., 2016; loeuille 2013","journal: rodriguesia; boletim de botanica usp","10.1590/2175-7860201667203","10.11606/issn.2316-9052.v31i1p13-25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48","Achyrocline_satureioides","158","souza_2018_cerrado.csv","Asterales","Asteraceae","Achyrocline","Achyrocline satureioides","NA","bisexual","hermaphrodite","NA","NA","NA","disc_floret","NA","NA","NA","no","yellow","tube","tube","actinomorphic","0.25","NA","NA","3.7","3","4.9000000000000004","3.7","shrub","perennial","NA","0.6","0.3","de souza et al., 2016; loeuille 2013","journal: rodriguesia; boletim de botanica usp","10.1590/2175-7860201667203","10.11606/issn.2316-9052.v31i1p13-25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49","Achyrocline_satureioides","158","souza_2018_cerrado.csv","Asterales","Asteraceae","Achyrocline","Achyrocline satureioides","NA","bisexual","hermaphrodite","NA","NA","NA","capitulum","NA","NA","NA","no","yellow","capitulum","tube","actinomorphic","10","NA","NA","3.7","NA","NA","NA","shrub","perennial","NA","0.6","0.3","de souza et al., 2016; loeuille 2013","journal: rodriguesia; boletim de botanica usp","10.1590/2175-7860201667203","10.11606/issn.2316-9052.v31i1p13-25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50","Acinos alpinus","12","Benadi_2014_1.csv","Lamiales","Lamiaceae","Clinopodium","Clinopodium alpinum","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA","no","purple","tube","tube","zygomorphic","18","NA","NA","18","14","22","18","herb","perennial","0.1","0.25","175","NA; NA","online: http://www.i-flora.com; online: https://turkiyebitkileri.com","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51","Aciphylla glacialis","38","inouye_1988.csv","Apiales","Apiaceae","Aciphylla","Aciphylla glacialis","NA","separated","dioecious","none","dioecious","NA","female_flower","NA","NA","NA","no","white","disk","disk","actinomorphic","2.25","2.5","3","0.5","NA","NA","NA","herb","perennial","0.25","0.6","425","NA; NA; pickering 2001","online: https://vicflora.rbg.vic.gov.au; online: https://apps.lucidcentral.org; journal: nordic journal of botany","NA","NA","https://doi.org/10.1111/j.1756-1051.2001.tb00787.x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52","Aciphylla glacialis","38","inouye_1988.csv","Apiales","Apiaceae","Aciphylla","Aciphylla glacialis","NA","separated","dioecious","none","dioecious","NA","male_flower","NA","NA","NA","no","white","disk","disk","actinomorphic","2.25","2.5","3","0.5","NA","NA","NA","herb","perennial","0.25","0.6","425","NA; NA; pickering 2001","online: https://vicflora.rbg.vic.gov.au; online: https://apps.lucidcentral.org; journal: nordic journal of botany","NA","NA","https://doi.org/10.1111/j.1756-1051.2001.tb00787.x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53","Aciphylla scott-thompsoni","139","primack_1983_craigieburn.csv","Apiales","Apiaceae","Aciphylla","Aciphylla scott-thomsonii","NA","separated","dioecious","none","dioecious","NA","male_flower","NA","NA","NA","no","yellow","disk","disk","actinomorphic","2.25","2.5","3","0.5","NA","NA","NA","herb","perennial","NA","1","0.5","young 2006","online: http://www.nzpcn.org.nz; thesis: masting and insect pollination in the dioecious alpine herb aciphylla","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","NA",,"1","10","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54","Aciphylla scott-thompsoni","139","primack_1983_craigieburn.csv","Apiales","Apiaceae","Aciphylla","Aciphylla scott-thomsonii","NA","separated","dioecious","none","dioecious","NA","female_flower","NA","NA","NA","no","yellow","disk","disk","actinomorphic","2.25","2.5","3","0.5","NA","NA","NA","herb","perennial","NA","1","0.5","young 2006","online: http://www.nzpcn.org.nz; thesis: masting and insect pollination in the dioecious alpine herb aciphylla","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA","15300","9746","1","1","1","NA","15300","9746",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"55","Aciphylla simplicifolia","38","inouye_1988.csv","Apiales","Apiaceae","Aciphylla","Aciphylla simplicifolia","NA","separated","dioecious","none","dioecious","NA","male_flower","NA","NA","NA","no","white","disk","disk","actinomorphic","1.75","1","2.5","0.4","NA","NA","NA","herb","perennial","NA","0.6","0.3","NA; NA","online: https://keys.lucidcentral.org; online: https://vicflora.rbg.vic.gov.au","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"56","Aciphylla simplicifolia","38","inouye_1988.csv","Apiales","Apiaceae","Aciphylla","Aciphylla simplicifolia","NA","separated","dioecious","none","dioecious","NA","female_flower","NA","NA","NA","no","white","disk","disk","actinomorphic","1.75","1","2.5","0.4","NA","NA","NA","herb","perennial","NA","0.6","0.3","NA; NA","online: https://keys.lucidcentral.org; online: https://vicflora.rbg.vic.gov.au","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"57","Aciphylla subflavellata","138","primack_1983_cass.csv","Apiales","Apiaceae","Aciphylla","Aciphylla subflabellata","NA","separated","dioecious","none","dioecious","NA","female_flower","NA","NA","NA","no","yellow","disk","disk","actinomorphic","1.75","1","2.5","0.4","NA","NA","NA","herb","perennial","NA","0.5","0.25","NA; radford, watson & preston 2001","online: http://www.nzpcn.org.nz; journal: new zealand journal of botany","NA","https://doi.org/10.1080/0028825X.2001.9512730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"58","Aciphylla subflavellata","138","primack_1983_cass.csv","Apiales","Apiaceae","Aciphylla","Aciphylla subflabellata","NA","separated","dioecious","none","dioecious","NA","male_flower","NA","NA","NA","no","yellow","disk","disk","actinomorphic","1.75","1","2.5","0.4","NA","NA","NA","herb","perennial","NA","0.5","0.25","NA; radford, watson & preston 2001","online: http://www.nzpcn.org.nz; journal: new zealand journal of botany","NA","https://doi.org/10.1080/0028825X.2001.9512730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59","Aconitum columbianum","21","clements_1923.csv","Ranunculales","Ranunculaceae","Aconitum","Aconitum columbianum","NA","bisexual","hermaphrodite","low","self_compatible","NA","flower","yes","rhizomes","NA","no","blue","bowl","bowl","zygomorphic","20","NA","NA","40","NA","NA","NA","herb","perennial","0.2","2","1.1000000000000001","NA; NA; brink 1980","online: http://linnet.geog.ubc.ca; online: http://swbiodiversity.org; journal: american journal of botany *breeding system*","NA","NA","https://doi.org/10.1002/j.1537-2197.1980.tb07650.x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"60","Aconitum japonicum","186","yamazaki_2003.csv","Ranunculales","Ranunculaceae","Aconitum","Aconitum japonicum","NA","bisexual","hermaphrodite","NA","NA","NA","flower","yes","tuber","NA","no","purple","bowl","bowl","zygomorphic","15","NA","NA","41","40","42","NA","herb","perennial","NA","1","0.5","NA","online: http://worldfloraonline.org","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"61","Aconitum japonicum montanum","113","kato_1993.csv","Ranunculales","Ranunculaceae","Aconitum","Aconitum japonicum","montanum","bisexual","hermaphrodite","NA","NA","NA","flower","yes","tuber","NA","no","purple","bowl","bowl","zygomorphic","15","NA","NA","41","40","42","NA","herb","perennial","NA","1","0.5","NA","online: http://worldfloraonline.org","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"62","Aconitum lycoctonum","15","Benadi_2014_4.csv","Ranunculales","Ranunculaceae","Aconitum","Aconitum lycoctonum","NA","bisexual","hermaphrodite","NA","self_compatible","NA","flower","yes","rhizomes","NA","NA","purple","tube","tube","zygomorphic","20","NA","NA","50","NA","NA","NA","herb","perennial","1","2","1.5","utelli & roy 2000; NA","journal: oikos *compatibility and simmetry*;online: http://www.luontoportti.com *flower size*; journal: plosone *asexual reproduction*","https://doi.org/10.1034/j.1600-0706.2000.890305.x","NA","10.1371/journal. pone.0171038",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"63","Aconitum napellus","15","Benadi_2014_4.csv","Ranunculales","Ranunculaceae","Aconitum","Aconitum napellus","NA","bisexual","hermaphrodite","none","self_incompatible","NA","flower","yes","rhizomes","NA","no","purple","bowl","bowl","zygomorphic","11","NA","NA","20","NA","NA","NA","herb","perennial","0.8","1.5","1.1000000000000001","NA; le cadre et al., 2008; duffel 2009","online: http://www.luontoportti.com *flower size, plant height*; journal: new phytologist *autonomous selfing*; dissertation: university of birmingham","NA","10.1111/j.1469-8137.2008.02529.x","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"64","Aconitum piepunense","30","fang_huang_2009.csv","Ranunculales","Ranunculaceae","Aconitum","Aconitum piepunense","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA","NA","NA","NA","NA","zygomorphic","NA","NA","NA","NA","NA","NA","NA","herb","perennial","NA","NA","NA","NA; NA","journal: journal of plant ecology *ovules, pollen*; online: http://worldfloraonline.org","10.1093/jpe/rtv011","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"143865",,,,,,,"58",,,,,,,,,,,,,,,,,,,,,,,"8.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"65","Aconitum senanense","113","kato_1993.csv","Ranunculales","Ranunculaceae","Aconitum","Aconitum senanense","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA","NA","NA","NA","NA","zygomorphic","NA","NA","NA","NA","NA","NA","NA","herb","perennial","NA","NA","NA","NA","online: http://worldfloraonline.org","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"66","Actea alba","148","robertson_1929.csv","Ranunculales","Ranunculaceae","Actaea","Actaea rubra","NA","bisexual","hermaphrodite","medium","self_compatible","NA","flower","NA","NA","some_populations","no","white","bowl","bowl","actinomorphic","5","NA","NA","1","NA","NA","NA","herb","perennial","0.4","0.8","0.6","NA; pellmyr 1985; NA; NA","online: https://calscape.org; journal: bulletin of the torrey botanical club; online: https://gobotany.newenglandwild.org; online: http://ucjeps.berkeley.edu","NA","10.2307/2996542","NA","NA",,,,,,,,,,,,,,,,,"5.5","4","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1870",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"67","Actinidia arguta","37","Inoue_1990.csv","Ericales","Actinidiaceae","Actinidia","Actinidia arguta","NA","separated","dioecious","none","dioecious","NA","flower","NA","NA","NA","no","green","bowl","bowl","actinomorphic","16","12","20","5","NA","NA","NA","vine","perennial","NA","NA","NA","NA; skrypchenko & latocha 2017","online:https://gobotany.newenglandwild.org; journal: polish journal of natural sciences","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"68","Actinidia rufa","115","kato_2000.csv","Ericales","Actinidiaceae","Actinidia","Actinidia rufa","NA","separated","dioecious","none","dioecious","NA","flower","NA","NA","NA","no","white","bowl","bowl","actinomorphic","12.5","10","15","NA","NA","NA","NA","shrub","perennial","NA","NA","NA","NA","online: efloras.org","NA",,,,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","cyme","axilar","40","40",,,"NA","NA","NA","NA","NA",,,"NA","NA","NA",,"NA",,,"NA","NA","NA",,,"no","NA","NA","NA","no","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","online: efloras.org","NA",,,,
"69","Actinomeris alternifolia","148","robertson_1929.csv","Asterales","Asteraceae","Verbesina","Verbesina alternifolia","NA","bisexual","hermaphrodite","NA","NA","NA","disc_floret","yes","rhizomes","NA","no","yellow","tube","tube","actinomorphic","1","NA","NA","5","NA","NA","5","herb","perennial","0.3","2","1.1499999999999999","NA; NA","online: efloras.org; online: https://www.friendsofthewildflowergarden.org","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"70","Actinomeris alternifolia","148","robertson_1929.csv","Asterales","Asteraceae","Verbesina","Verbesina alternifolia","NA","bisexual","hermaphrodite","NA","NA","NA","capitulum","yes","rhizomes","NA","no","yellow","capitulum","disk","actinomorphic","12.5","10","15","4","NA","NA","NA","herb","perennial","0.3","2","1.1499999999999999","NA; NA","online: efloras.org; online: https://www.friendsofthewildflowergarden.org","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71","Actinomeris alternifolia","148","robertson_1929.csv","Asterales","Asteraceae","Verbesina","Verbesina alternifolia","NA","bisexual","hermaphrodite","NA","NA","NA","ray_floret","yes","rhizomes","NA","no","yellow","exposed","exposed","zygomorphic","8","NA","NA","22","NA","NA","NA","herb","perennial","0.3","2","1.1499999999999999","NA; NA","online: efloras.org; online: https://www.friendsofthewildflowergarden.org","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72","Adenocarpus foliosus","131","olesen_unpublished_gomera.csv","Fabales","Fabaceae","Adenocarpus","Adenocarpus foliolosus","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA","NA","yellow","papilionaceous","papilionaceous","zygomorphic","7","NA","NA","10","NA","NA","NA","shrub","perennial","2","4","3","NA; NA","online: http://www.floradecanarias.com; online: https://www.atlasruraldegrancanaria.com","NA","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"73","Adenocarpus hispanicus","151","romero_2016.csv","Fabales","Fabaceae","Adenocarpus","Adenocarpus hispanicus","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA","no","yellow","papilionaceous","papilionaceous","zygomorphic","11","8","14","30","NA","NA","NA","shrub","perennial","NA","4","2","NA","online: https://www.floravascular.com *life form, flower size*","NA",,,,,,,,,,,,,,,,,,,,,,,"6.9","6.5","7.35",,,,,,,,,,,,,,,,,,,,,,,,,,,"6.25",6,"6.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"74","Adenocarpus viscosus","24","dupont_2003.csv","Fabales","Fabaceae","Adenocarpus","Adenocarpus viscosus","NA","bisexual","hermaphrodite","NA","NA","NA","flower","NA","NA","NA","no","yellow","papilionaceous","papilionaceous","zygomorphic","7","NA","NA","14","NA","NA","NA","shrub","perennial","0.3","5","2.65","NA","online: https://botany.cz","NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"75","Adenocaulon himalaicum","112","kato_1990.csv","Asterales","Asteraceae","Adenocaulon","Adenocaulon himalaicum","NA","bisexual","monoecious","none","NA","NA","capitulum","yes","rhizomes","NA","no","white","capitulum","tube","actinomorphic","6","NA","NA","1.5","NA","NA","1.5","herb","perennial","0.3","1","0.65","NA; NA","online: http://www.efloras.org; journal: botanical gazette *breeding system*","NA","https://doi.org/10.1086/336809",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
