"","Species_all","Plant_species","guild","Id","Interaction","Z_scores","Order_all","Family_all","Genus_all","Breeding_system.x","IMPUTED_Compatibility.x","Autonomous_selfing_level.x","Autonomous_selfing_level_data_type","Autonomous_selfing_level_fruit_set.x","Flower_morphology.x","Flower_symmetry.x","Flowers_per_plant.x","Flowers_per_inflorescence.x","Floral_unit_width.x","Corolla_diameter_mean.x","Corolla_length_mean.x","STYLE_IMPUTED.x","OVULES_IMPUTED.x","life_form.x","lifespan.x","IMPUTED_plant_height_mean_m.x","Breeding_system.y","IMPUTED_Compatibility.y","Autonomous_selfing_level.y","Autonomous_selfing_level_fruit_set.y","Flower_morphology.y","Flower_symmetry.y","Flowers_per_plant.y","Flowers_per_inflorescence.y","Floral_unit_width.y","Corolla_diameter_mean.y","Corolla_length_mean.y","STYLE_IMPUTED.y","OVULES_IMPUTED.y","life_form.y","lifespan.y","IMPUTED_plant_height_mean_m.y","Clusters"
"11","Achillea millefolium","Achillea millefolium","Non-syrphids-diptera","17_1_arroyo_correa_new_zealand_2019_1.csv",13,0.245693989427566,"Asterales","Asteraceae","Achillea","dioecious","dioecious","none","quantitative","0","capitulum","actinomorphic","200","25","35","2.1","2.4","2.5","15","herb","perennial","0.8","Dioecious","dioecious","none",-1.11276124921035,"Capitulum","actinomorphic",-0.209248677563866,-0.108895387917048,-0.140432197435571,-0.672183678010479,-0.509591567195333,-0.445367156490476,-0.120592486738411,"herb","Perennial",-0.354344675329948,3
"12","Achillea millefolium","Achillea millefolium","Non-syrphids-diptera","6_1_inouye_1988_australia.csv",1,-0.546735883787886,"Asterales","Asteraceae","Achillea","dioecious","dioecious","none","quantitative","0","capitulum","actinomorphic","200","25","35","2.1","2.4","2.5","15","herb","perennial","0.8","Dioecious","dioecious","none",-1.11276124921035,"Capitulum","actinomorphic",-0.209248677563866,-0.108895387917048,-0.140432197435571,-0.672183678010479,-0.509591567195333,-0.445367156490476,-0.120592486738411,"herb","Perennial",-0.354344675329948,3
"13","Achillea millefolium","Achillea millefolium","Bee","17_1_arroyo_correa_new_zealand_2019_1.csv",14,0.307397959375128,"Asterales","Asteraceae","Achillea","dioecious","dioecious","none","quantitative","0","capitulum","actinomorphic","200","25","35","2.1","2.4","2.5","15","herb","perennial","0.8","Dioecious","dioecious","none",-1.11276124921035,"Capitulum","actinomorphic",-0.209248677563866,-0.108895387917048,-0.140432197435571,-0.672183678010479,-0.509591567195333,-0.445367156490476,-0.120592486738411,"herb","Perennial",-0.354344675329948,3
"14","Achillea millefolium","Achillea millefolium","Lepidoptera","17_1_arroyo_correa_new_zealand_2019_1.csv",8,-0.0628258603102451,"Asterales","Asteraceae","Achillea","dioecious","dioecious","none","quantitative","0","capitulum","actinomorphic","200","25","35","2.1","2.4","2.5","15","herb","perennial","0.8","Dioecious","dioecious","none",-1.11276124921035,"Capitulum","actinomorphic",-0.209248677563866,-0.108895387917048,-0.140432197435571,-0.672183678010479,-0.509591567195333,-0.445367156490476,-0.120592486738411,"herb","Perennial",-0.354344675329948,3
"15","Achillea millefolium","Achillea millefolium","Coleoptera","17_3_arroyo_correa_new_zealand_2019_3.csv",3,-0.34497436195172,"Asterales","Asteraceae","Achillea","dioecious","dioecious","none","quantitative","0","capitulum","actinomorphic","200","25","35","2.1","2.4","2.5","15","herb","perennial","0.8","Dioecious","dioecious","none",-1.11276124921035,"Capitulum","actinomorphic",-0.209248677563866,-0.108895387917048,-0.140432197435571,-0.672183678010479,-0.509591567195333,-0.445367156490476,-0.120592486738411,"herb","Perennial",-0.354344675329948,3
"16","Achillea millefolium","Achillea millefolium","Syrphids","17_3_arroyo_correa_new_zealand_2019_3.csv",2,-0.404873447306681,"Asterales","Asteraceae","Achillea","dioecious","dioecious","none","quantitative","0","capitulum","actinomorphic","200","25","35","2.1","2.4","2.5","15","herb","perennial","0.8","Dioecious","dioecious","none",-1.11276124921035,"Capitulum","actinomorphic",-0.209248677563866,-0.108895387917048,-0.140432197435571,-0.672183678010479,-0.509591567195333,-0.445367156490476,-0.120592486738411,"herb","Perennial",-0.354344675329948,3
"17","Achillea millefolium","Achillea millefolium","Syrphids","2_1_dicks_2002_england_shelfanger.csv",4,-0.313805943209871,"Asterales","Asteraceae","Achillea","dioecious","dioecious","none","quantitative","0","capitulum","actinomorphic","200","25","35","2.1","2.4","2.5","15","herb","perennial","0.8","Dioecious","dioecious","none",-1.11276124921035,"Capitulum","actinomorphic",-0.209248677563866,-0.108895387917048,-0.140432197435571,-0.672183678010479,-0.509591567195333,-0.445367156490476,-0.120592486738411,"herb","Perennial",-0.354344675329948,3
"18","Achillea millefolium","Achillea millefolium","Lepidoptera","2_1_dicks_2002_england_shelfanger.csv",3,-0.31833705656045,"Asterales","Asteraceae","Achillea","dioecious","dioecious","none","quantitative","0","capitulum","actinomorphic","200","25","35","2.1","2.4","2.5","15","herb","perennial","0.8","Dioecious","dioecious","none",-1.11276124921035,"Capitulum","actinomorphic",-0.209248677563866,-0.108895387917048,-0.140432197435571,-0.672183678010479,-0.509591567195333,-0.445367156490476,-0.120592486738411,"herb","Perennial",-0.354344675329948,3
"19","Achillea millefolium","Achillea millefolium","Bee","17_3_arroyo_correa_new_zealand_2019_3.csv",30,1.27230094263223,"Asterales","Asteraceae","Achillea","dioecious","dioecious","none","quantitative","0","capitulum","actinomorphic","200","25","35","2.1","2.4","2.5","15","herb","perennial","0.8","Dioecious","dioecious","none",-1.11276124921035,"Capitulum","actinomorphic",-0.209248677563866,-0.108895387917048,-0.140432197435571,-0.672183678010479,-0.509591567195333,-0.445367156490476,-0.120592486738411,"herb","Perennial",-0.354344675329948,3
"20","Achillea millefolium","Achillea millefolium","Bee","17_2_arroyo_correa_new_zealand_2019_2.csv",2,-0.3296371493346,"Asterales","Asteraceae","Achillea","dioecious","dioecious","none","quantitative","0","capitulum","actinomorphic","200","25","35","2.1","2.4","2.5","15","herb","perennial","0.8","Dioecious","dioecious","none",-1.11276124921035,"Capitulum","actinomorphic",-0.209248677563866,-0.108895387917048,-0.140432197435571,-0.672183678010479,-0.509591567195333,-0.445367156490476,-0.120592486738411,"herb","Perennial",-0.354344675329948,3
"21","Achillea millefolium","Achillea millefolium","Bee","6_1_inouye_1988_australia.csv",15,-0.00401028765614588,"Asterales","Asteraceae","Achillea","dioecious","dioecious","none","quantitative","0","capitulum","actinomorphic","200","25","35","2.1","2.4","2.5","15","herb","perennial","0.8","Dioecious","dioecious","none",-1.11276124921035,"Capitulum","actinomorphic",-0.209248677563866,-0.108895387917048,-0.140432197435571,-0.672183678010479,-0.509591567195333,-0.445367156490476,-0.120592486738411,"herb","Perennial",-0.354344675329948,3
"22","Achillea wilsoniana","Achillea wilsoniana","Lepidoptera","5_1_fang_2008_china.csv",4,-0.473992744990741,"Asterales","Asteraceae","Achillea","hermaphrodite","self_incompatible","none","qualitative","NA","capitulum","actinomorphic","800","800","6","6","4","3","15","herb","perennial","0.65","Hermaphrodite","self_incompatible","none",-0.251290543124157,"Capitulum","actinomorphic",-0.134019602251772,1.8260817384233,-0.791654200678773,-0.477649330078277,-0.41379840044376,-0.39019413343809,-0.120592486738411,"herb","Perennial",-0.397835126987835,4
"23","Achillea wilsoniana","Achillea wilsoniana","Syrphids","5_1_fang_2008_china.csv",10,-0.347212843570945,"Asterales","Asteraceae","Achillea","hermaphrodite","self_incompatible","none","qualitative","NA","capitulum","actinomorphic","800","800","6","6","4","3","15","herb","perennial","0.65","Hermaphrodite","self_incompatible","none",-0.251290543124157,"Capitulum","actinomorphic",-0.134019602251772,1.8260817384233,-0.791654200678773,-0.477649330078277,-0.41379840044376,-0.39019413343809,-0.120592486738411,"herb","Perennial",-0.397835126987835,4
"24","Achillea wilsoniana","Achillea wilsoniana","Non-syrphids-diptera","5_1_fang_2008_china.csv",21,-0.114783024301318,"Asterales","Asteraceae","Achillea","hermaphrodite","self_incompatible","none","qualitative","NA","capitulum","actinomorphic","800","800","6","6","4","3","15","herb","perennial","0.65","Hermaphrodite","self_incompatible","none",-0.251290543124157,"Capitulum","actinomorphic",-0.134019602251772,1.8260817384233,-0.791654200678773,-0.477649330078277,-0.41379840044376,-0.39019413343809,-0.120592486738411,"herb","Perennial",-0.397835126987835,4
"25","Aciphylla glacialis","Aciphylla glacialis","Non-syrphids-diptera","6_1_inouye_1988_australia.csv",59,1.70169872875789,"Apiales","Apiaceae","Aciphylla","dioecious","dioecious","none","quantitative","0","dish","actinomorphic","1000","200","200","2.25","0.5","1","2","herb","perennial","0.42499999999999999","Dioecious","dioecious","none",-1.11276124921035,"Open","actinomorphic",-0.108943243814407,0.328034930933998,3.56479644170678,-0.664701587705394,-0.623345952712826,-0.610886225647633,-0.128365779641535,"herb","Perennial",-0.463070804474666,3
"26","Aciphylla simplicifolia","Aciphylla simplicifolia","Non-syrphids-diptera","6_1_inouye_1988_australia.csv",1,-0.546735883787886,"Apiales","Apiaceae","Aciphylla","dioecious","dioecious","none","quantitative","0","dish","actinomorphic","1000","1000","200","1.75","0.4","1","2","herb","perennial","0.3","Dioecious","dioecious","none",-1.11276124921035,"Open","actinomorphic",-0.108943243814407,2.32543067425307,3.56479644170678,-0.689641888722343,-0.6293330256348,-0.610886225647633,-0.128365779641535,"herb","Perennial",-0.499312847522905,3
"27","Acrothamnus montanus","Leucopogon montanus","Bee","6_1_inouye_1988_australia.csv",1,-0.546735883787886,"Ericales","Ericaceae","Acrothamnus","hermaphrodite","NA","NA","NA","NA","tube","actinomorphic","750","20","20","2.5","2.75","0.55000000000000004","4","shrub","perennial","0.35","Hermaphrodite","self_compatible","none",0.0517390780021744,"Tube","actinomorphic",-0.140288691861113,-0.121379111312792,-0.477271164630331,-0.652231437196919,-0.488636811968426,-0.66054194639478,-0.12716988842567,"shrub","Perennial",-0.484816030303609,1
"28","Acrothamnus montanus","Leucopogon montanus","Non-syrphids-diptera","6_1_inouye_1988_australia.csv",11,-0.159074743693786,"Ericales","Ericaceae","Acrothamnus","hermaphrodite","NA","NA","NA","NA","tube","actinomorphic","750","20","20","2.5","2.75","0.55000000000000004","4","shrub","perennial","0.35","Hermaphrodite","self_compatible","none",0.0517390780021744,"Tube","actinomorphic",-0.140288691861113,-0.121379111312792,-0.477271164630331,-0.652231437196919,-0.488636811968426,-0.66054194639478,-0.12716988842567,"shrub","Perennial",-0.484816030303609,1
"29","Actaea yunnanensis","Cimicifuga yunnanensis","Syrphids","5_1_fang_2008_china.csv",32,0.117646794968309,"Ranunculales","Ranunculaceae","Actaea","hermaphrodite","NA","NA","NA","NA","dish","actinomorphic","60","60","20","8","NA","1.5","1","herb","perennial","0.9","Hermaphrodite","self_compatible","none",0.0686168956816215,"Open","actinomorphic",-0.226802128470021,-0.0215093241468385,-0.477271164630331,-0.377888126010482,-0.104523315927337,-0.555713202595247,-0.128963725249467,"herb","Perennial",-0.325351040891357,2
"30","Actaea yunnanensis","Cimicifuga yunnanensis","Bee","5_1_fang_2008_china.csv",25,-0.0302630900214532,"Ranunculales","Ranunculaceae","Actaea","hermaphrodite","NA","NA","NA","NA","dish","actinomorphic","60","60","20","8","NA","1.5","1","herb","perennial","0.9","Hermaphrodite","self_compatible","none",0.0686168956816215,"Open","actinomorphic",-0.226802128470021,-0.0215093241468385,-0.477271164630331,-0.377888126010482,-0.104523315927337,-0.555713202595247,-0.128963725249467,"herb","Perennial",-0.325351040891357,2
"31","Actaea yunnanensis","Cimicifuga yunnanensis","Non-syrphids-diptera","5_1_fang_2008_china.csv",47,0.434596548517801,"Ranunculales","Ranunculaceae","Actaea","hermaphrodite","NA","NA","NA","NA","dish","actinomorphic","60","60","20","8","NA","1.5","1","herb","perennial","0.9","Hermaphrodite","self_compatible","none",0.0686168956816215,"Open","actinomorphic",-0.226802128470021,-0.0215093241468385,-0.477271164630331,-0.377888126010482,-0.104523315927337,-0.555713202595247,-0.128963725249467,"herb","Perennial",-0.325351040891357,2
"32","Actaea yunnanensis","Cimicifuga yunnanensis","Non-bee-Hymenoptera","5_1_fang_2008_china.csv",6,-0.431732777850809,"Ranunculales","Ranunculaceae","Actaea","hermaphrodite","NA","NA","NA","NA","dish","actinomorphic","60","60","20","8","NA","1.5","1","herb","perennial","0.9","Hermaphrodite","self_compatible","none",0.0686168956816215,"Open","actinomorphic",-0.226802128470021,-0.0215093241468385,-0.477271164630331,-0.377888126010482,-0.104523315927337,-0.555713202595247,-0.128963725249467,"herb","Perennial",-0.325351040891357,2
"33","Adenophora capillaris","Adenophora capillaris","Bee","5_1_fang_2008_china.csv",66,0.836066236347157,"Asterales","Campanulaceae","Adenophora","hermaphrodite","self_incompatible","low","quantitative","8","campanulate","actinomorphic","30","30","12.5","12.5","14","20","152","herb","perennial","0.75","Hermaphrodite","self_incompatible","low",-0.632981890214809,"Campanulate","actinomorphic",-0.230563582235626,-0.0964116645213036,-0.645690648227711,-0.153425416857942,0.184908891753574,1.48568865034302,-0.0386739384516508,"herb","Perennial",-0.368841492549244,4
"34","Adenophora capillaris","Adenophora capillaris","Syrphids","5_1_fang_2008_china.csv",3,-0.495122728560707,"Asterales","Campanulaceae","Adenophora","hermaphrodite","self_incompatible","low","quantitative","8","campanulate","actinomorphic","30","30","12.5","12.5","14","20","152","herb","perennial","0.75","Hermaphrodite","self_incompatible","low",-0.632981890214809,"Campanulate","actinomorphic",-0.230563582235626,-0.0964116645213036,-0.645690648227711,-0.153425416857942,0.184908891753574,1.48568865034302,-0.0386739384516508,"herb","Perennial",-0.368841492549244,4
"35","Adenophora capillaris","Adenophora capillaris","Coleoptera","5_1_fang_2008_china.csv",2,-0.516252712130673,"Asterales","Campanulaceae","Adenophora","hermaphrodite","self_incompatible","low","quantitative","8","campanulate","actinomorphic","30","30","12.5","12.5","14","20","152","herb","perennial","0.75","Hermaphrodite","self_incompatible","low",-0.632981890214809,"Campanulate","actinomorphic",-0.230563582235626,-0.0964116645213036,-0.645690648227711,-0.153425416857942,0.184908891753574,1.48568865034302,-0.0386739384516508,"herb","Perennial",-0.368841492549244,4
"36","Adenophora capillaris","Adenophora capillaris","Non-syrphids-diptera","5_1_fang_2008_china.csv",9,-0.368342827140911,"Asterales","Campanulaceae","Adenophora","hermaphrodite","self_incompatible","low","quantitative","8","campanulate","actinomorphic","30","30","12.5","12.5","14","20","152","herb","perennial","0.75","Hermaphrodite","self_incompatible","low",-0.632981890214809,"Campanulate","actinomorphic",-0.230563582235626,-0.0964116645213036,-0.645690648227711,-0.153425416857942,0.184908891753574,1.48568865034302,-0.0386739384516508,"herb","Perennial",-0.368841492549244,4
"37","Adenophora jasionifolia","Adenophora jasionifolia","Bee","5_1_fang_2008_china.csv",84,1.21640594060655,"Asterales","Campanulaceae","Adenophora","hermaphrodite","self_incompatible","low","quantitative","12","campanulate","actinomorphic","10","10","20","20","18.440000000000001","20","193","herb","perennial","0.45","Hermaphrodite","self_incompatible","low",-0.393092210717037,"Campanulate","actinomorphic",-0.233071218079363,-0.14634655810428,-0.477271164630331,0.220679098396291,0.45073492948919,1.48568865034302,-0.0141581685264159,"herb","Perennial",-0.455822395865018,4
"38","Adenophora jasionifolia","Adenophora jasionifolia","Syrphids","5_1_fang_2008_china.csv",9,-0.368342827140911,"Asterales","Campanulaceae","Adenophora","hermaphrodite","self_incompatible","low","quantitative","12","campanulate","actinomorphic","10","10","20","20","18.440000000000001","20","193","herb","perennial","0.45","Hermaphrodite","self_incompatible","low",-0.393092210717037,"Campanulate","actinomorphic",-0.233071218079363,-0.14634655810428,-0.477271164630331,0.220679098396291,0.45073492948919,1.48568865034302,-0.0141581685264159,"herb","Perennial",-0.455822395865018,4
"39","Adenophora jasionifolia","Adenophora jasionifolia","Non-syrphids-diptera","5_1_fang_2008_china.csv",3,-0.495122728560707,"Asterales","Campanulaceae","Adenophora","hermaphrodite","self_incompatible","low","quantitative","12","campanulate","actinomorphic","10","10","20","20","18.440000000000001","20","193","herb","perennial","0.45","Hermaphrodite","self_incompatible","low",-0.393092210717037,"Campanulate","actinomorphic",-0.233071218079363,-0.14634655810428,-0.477271164630331,0.220679098396291,0.45073492948919,1.48568865034302,-0.0141581685264159,"herb","Perennial",-0.455822395865018,4
"40","Adenophora khasiana","Adenophora khasiana","Non-syrphids-diptera","5_1_fang_2008_china.csv",5,-0.452862761420775,"Asterales","Campanulaceae","Adenophora","hermaphrodite","self_incompatible","low","quantitative","12","campanulate","actinomorphic","100","100","35","35","20.59","24","356","herb","perennial","0.9","Hermaphrodite","self_incompatible","low",-0.393092210717037,"Campanulate","actinomorphic",-0.221786856782548,0.0783604630191149,-0.140432197435571,0.968888128904758,0.579456997311616,1.92707283476211,0.0833069655665911,"herb","Perennial",-0.325351040891357,4
"41","Adenophora khasiana","Adenophora khasiana","Syrphids","5_1_fang_2008_china.csv",6,-0.431732777850809,"Asterales","Campanulaceae","Adenophora","hermaphrodite","self_incompatible","low","quantitative","12","campanulate","actinomorphic","100","100","35","35","20.59","24","356","herb","perennial","0.9","Hermaphrodite","self_incompatible","low",-0.393092210717037,"Campanulate","actinomorphic",-0.221786856782548,0.0783604630191149,-0.140432197435571,0.968888128904758,0.579456997311616,1.92707283476211,0.0833069655665911,"herb","Perennial",-0.325351040891357,4
"42","Adenophora khasiana","Adenophora khasiana","Bee","5_1_fang_2008_china.csv",74,1.00510610490689,"Asterales","Campanulaceae","Adenophora","hermaphrodite","self_incompatible","low","quantitative","12","campanulate","actinomorphic","100","100","35","35","20.59","24","356","herb","perennial","0.9","Hermaphrodite","self_incompatible","low",-0.393092210717037,"Campanulate","actinomorphic",-0.221786856782548,0.0783604630191149,-0.140432197435571,0.968888128904758,0.579456997311616,1.92707283476211,0.0833069655665911,"herb","Perennial",-0.325351040891357,4
"43","Adenophora khasiana","Adenophora khasiana","Coleoptera","5_1_fang_2008_china.csv",5,-0.452862761420775,"Asterales","Campanulaceae","Adenophora","hermaphrodite","self_incompatible","low","quantitative","12","campanulate","actinomorphic","100","100","35","35","20.59","24","356","herb","perennial","0.9","Hermaphrodite","self_incompatible","low",-0.393092210717037,"Campanulate","actinomorphic",-0.221786856782548,0.0783604630191149,-0.140432197435571,0.968888128904758,0.579456997311616,1.92707283476211,0.0833069655665911,"herb","Perennial",-0.325351040891357,4
"44","Aeschynomene mollicula","Aeschynomene mollicula","Bee","10_1_souza_2017_brazil_chaco.csv",56,0.048217271582395,"Fabales","Fabaceae","Aeschynomene","hermaphrodite","self_compatible","NA","NA","NA","papilionaceous","zygomorphic","5","5","2.1","2.1","7.1","5","15","shrub","perennial","1","Hermaphrodite","self_compatible","high",0.690418908280967,"Papilionaceous","zygomorphic",-0.233698127040297,-0.158830281500024,-0.879232332149411,-0.672183678010479,-0.228199139862586,-0.169502041228547,-0.120592486738411,"shrub","Perennial",-0.296357406452765,5
"45","Agarista salicifolia","Agauria salicifolia","Bee","14_2_kaiser-bunbury_2010_mauritius_restored.csv",3,-0.394327138704906,"Ericales","Ericaceae","Agarista","hermaphrodite","self_compatible","NA","NA","NA","tube","actinomorphic","2000","30","10","4.5","8.5","7","7","tree","perennial","10.45","Hermaphrodite","self_compatible","none",-0.156118744196341,"Tube","actinomorphic",0.0164385483724171,-0.0964116645213036,-0.701830476093504,-0.552470233129124,-0.14438011895496,0.0511900509809957,-0.125376051601872,"tree","Perennial",2.44354104799412,1
"46","Agarista salicifolia","Agauria salicifolia","Non-syrphids-diptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",3,-0.394327138704906,"Ericales","Ericaceae","Agarista","hermaphrodite","self_compatible","NA","NA","NA","tube","actinomorphic","2000","30","10","4.5","8.5","7","7","tree","perennial","10.45","Hermaphrodite","self_compatible","none",-0.156118744196341,"Tube","actinomorphic",0.0164385483724171,-0.0964116645213036,-0.701830476093504,-0.552470233129124,-0.14438011895496,0.0511900509809957,-0.125376051601872,"tree","Perennial",2.44354104799412,1
"47","Agarista salicifolia","Agauria salicifolia","Syrphids","14_2_kaiser-bunbury_2010_mauritius_restored.csv",1,-0.468991134801149,"Ericales","Ericaceae","Agarista","hermaphrodite","self_compatible","NA","NA","NA","tube","actinomorphic","2000","30","10","4.5","8.5","7","7","tree","perennial","10.45","Hermaphrodite","self_compatible","none",-0.156118744196341,"Tube","actinomorphic",0.0164385483724171,-0.0964116645213036,-0.701830476093504,-0.552470233129124,-0.14438011895496,0.0511900509809957,-0.125376051601872,"tree","Perennial",2.44354104799412,1
"48","Agarista salicifolia","Agauria salicifolia","Lepidoptera","14_2_kaiser-bunbury_2010_mauritius_restored.csv",11,-0.0956711543199322,"Ericales","Ericaceae","Agarista","hermaphrodite","self_compatible","NA","NA","NA","tube","actinomorphic","2000","30","10","4.5","8.5","7","7","tree","perennial","10.45","Hermaphrodite","self_compatible","none",-0.156118744196341,"Tube","actinomorphic",0.0164385483724171,-0.0964116645213036,-0.701830476093504,-0.552470233129124,-0.14438011895496,0.0511900509809957,-0.125376051601872,"tree","Perennial",2.44354104799412,1
"49","Agrimonia pilosa","Agrimonia pilosa","Non-syrphids-diptera","5_1_fang_2008_china.csv",6,-0.431732777850809,"Rosales","Rosaceae","Agrimonia","hermaphrodite","self_compatible","NA","NA","NA","dish","actinomorphic","30","30","18","7.5","1","3","2","herb","perennial","0.75","Hermaphrodite","self_compatible","none",-0.0126994236003213,"Open","actinomorphic",-0.230563582235626,-0.0964116645213036,-0.522183026922966,-0.402828427027431,-0.59341058810296,-0.39019413343809,-0.128365779641535,"herb","Perennial",-0.368841492549244,2
